"row ID","Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row5394","Mai-Otome Hime: Otome Butou Shi","PS2",2006,"Fighting","Sunrise Interactive",0.0,0.0,0.02,0.0,0.02
"Row5395","Majesty 2 Collection","PC",2011,"Strategy","Paradox Interactive",0.0,0.01,0.0,0.0,0.02
"Row5396","Majesty 2: The Fantasy Kingdom Sim","PC",2009,"Simulation","Paradox Interactive",0.01,0.0,0.0,0.0,0.02
"Row5397","Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu","NDS",2008,"Misc","Square Enix",0.0,0.0,0.02,0.0,0.02
"Row5398","Majin Tensei","SNES",1994,"Role-Playing","Atlus",0.0,0.0,0.08,0.0,0.08
"Row5399","Majin and the Forsaken Kingdom","PS3 X360",2010,"Adventure","Namco Bandai Games",0.23,0.17,0.01,0.060000000000000005,0.48
"Row5400","Major Dream: Major DS Dream Baseball","NDS",2008,"Sports","Takara Tomy",0.0,0.0,0.02,0.0,0.02
"Row5401","Major Dream: Major Wii Nagero! Gyroball!!","Wii1",2008,"Sports","Takara Tomy",0.0,0.0,0.01,0.0,0.01
"Row5402","Major League Baseball 2K10","X360 Wii1 PS2 PS3 NDS PSP",2010,"Sports","Take-Two Interactive",1.2000000000000002,0.09,0.0,0.10999999999999999,1.41
"Row5403","Major League Baseball 2K11","X360 PS3 Wii1 NDS PC PSP PS2",2011,"Sports","Take-Two Interactive",0.9200000000000002,0.09,0.0,0.09,1.09
"Row5404","Major League Baseball 2K12","X360 PS3 Wii1 PSP NDS PC",2012,"Sports","Take-Two Interactive",0.9999999999999999,0.0,0.0,0.07,1.06
"Row5405","Major League Baseball 2K13","X360 PS3",2013,"Sports","Take-Two Interactive",0.5800000000000001,0.0,0.0,0.04,0.62
"Row5406","Major League Baseball 2K5","PS2 XB",2005,"Sports","Take-Two Interactive",1.24,0.5800000000000001,0.0,0.21,2.04
"Row5407","Major League Baseball 2K6","PS2 X360 XB GC",2006,"Sports","Spike",1.08,0.11,0.0,0.09999999999999999,1.31
"Row5408","Major League Baseball 2K7","X360 PS2 PS3 PSP",2007,"Sports","Spike",1.27,0.23,0.0,0.16,1.66
"Row5409","Major League Baseball 2K8","X360 PS3 PS2 Wii1",2008,"Sports","Bethesda Softworks",1.04,0.06,0.0,0.1,1.21
"Row5410","Major League Baseball 2K8 Fantasy All-Stars","NDS",2008,"Sports","Take-Two Interactive",0.11,0.0,0.0,0.01,0.12
"Row5411","Major League Baseball 2K9","X360 Wii1 PS3 PS2 PSP",2009,"Sports","Spike",1.1300000000000001,0.06,0.0,0.11,1.3
"Row5412","Major League Baseball Featuring Ken Griffey Jr","N64",1998,"Sports","Nintendo",0.75,0.03,0.0,0.01,0.79
"Row5413","Major Minor's Majestic March","Wii1",2009,"Misc","Majesco Entertainment",0.05,0.0,0.0,0.0,0.05
"Row5414","Makai Kingdom: Chronicles of the Sacred Tome","PS2",2005,"Role-Playing","Tecmo Koei",0.06,0.05,0.0,0.02,0.12
"Row5415","Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita","PS3",2009,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.01,0.0,0.01
"Row5416","Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita","PS3",2011,"Strategy","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Row5417","Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita","PSP",2007,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Row5418","Makai Shin Trillion","PSV",2014,"Role-Playing","Idea Factory",0.02,0.02,0.06,0.01,0.12
"Row5419","Make 10: A Journey of Numbers","NDS",2007,"Puzzle","Nintendo",0.0,0.0,0.07,0.0,0.07
"Row5420","Maken Shao: Demon Sword","PS2",2001,"Action","Midas Interactive Entertainment",0.0,0.0,0.04,0.0,0.04
"Row5421","Making History: The Great War","Wii1 PSP",2010,"Strategy","Namco Bandai Games",0.0,0.0,0.27,0.0,0.27
"Row5422","Malice","PS2 XB",2004,"Platform","Evolved Games",0.02,0.01,0.0,0.0,0.03
"Row5423","Mame Goma 2: Uchi no Ko ga Ichiban!","NDS",2008,"Simulation","Creative Core",0.0,0.0,0.06,0.0,0.06
"Row5424","Mame Goma: Honobo no Nikki","NDS",2007,"Simulation","TDK Core",0.0,0.0,0.03,0.0,0.03
"Row5425","Mame Goma: Shiro to Kuro no Meikyuu","3DS",2012,"Action","Nippon Ichi Software",0.0,0.0,0.03,0.0,0.03
"Row5426","Mamoru-kun wa Norowarete Shimatta!","X360",2009,"Shooter","G.Rev",0.0,0.0,0.01,0.0,0.01
"Row5427","Man vs. Wild","X360 PS3 Wii1",2010,"Action","Crave Entertainment",0.23,0.0,0.0,0.02,0.26
"Row5428","Mana Khemia 2: Fall of Alchemy","PS2",2008,"Role-Playing","Gust",0.07,0.05,0.05,0.02,0.2
"Row5429","Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+","PSP",2009,"Role-Playing","Gust",0.0,0.0,0.02,0.0,0.02
"Row5430","Mana Khemia: Alchemists of Al-Revis","PS2",2007,"Role-Playing","Nippon Ichi Software",0.03,0.02,0.0,0.01,0.06
"Row5431","Mana Khemia: Alchemists of Al-Revis (JP sales)","PS2",2007,"Role-Playing","Nippon Ichi Software",0.0,0.0,0.04,0.0,0.04
"Row5432","Mana Khemia: Student Alliance","PSP",2008,"Role-Playing","Nippon Ichi Software",0.05,0.0,0.03,0.01,0.1
"Row5433","Manhunt","PS2 XB",2003,"Action","Take-Two Interactive",0.77,0.53,0.0,0.17,1.47
"Row5434","Manhunt 2","PS2 Wii1 PSP",2007,"Action","Take-Two Interactive",0.56,0.62,0.0,0.23,1.4200000000000002
"Row5435","MapleStory DS","NDS",2010,"Role-Playing","Nexon",0.0,0.0,0.03,0.0,0.03
"Row5436","Mappy","Famicom",1984,"Platform","Namco Bandai Games",0.0,0.0,0.69,0.0,0.69
"Row5437","Mar Heaven: Karudea no Akuma","NDS",2006,"Role-Playing","Konami Digital Entertainment",0.0,0.0,0.02,0.0,0.02
"Row5438","Marble Madness / Klax","GBA",2005,"Puzzle","Zoo Digital Publishing",0.02,0.01,0.0,0.0,0.03
"Row5439","Marble Saga: Kororinpa","Wii1",2009,"Puzzle","Konami Digital Entertainment",0.1,0.06,0.0,0.02,0.17
"Row5440","Marc Ecko's Getting Up: Contents Under Pressure","PS2",2006,"Action","Atari",0.03,0.02,0.0,0.01,0.05
"Row5441","March of the Penguins","NDS",2006,"Adventure","Zoo Digital Publishing",0.04,0.0,0.0,0.0,0.05
"Row5442","Marginal #4: Idol of Supernova","PSV",2014,"Adventure","Idea Factory",0.0,0.0,0.01,0.0,0.01
"Row5443","Margot's Word Brain","Wii1 NDS",2008,"Puzzle","Zoo Digital Publishing",0.19,0.0,0.0,0.02,0.2
"Row5444","Marie no Atelier: Salburg no Renkinjutsushi","PSX",1997,"Role-Playing","Gust",0.0,0.0,0.23,0.02,0.25
"Row5445","Marines: Modern Urban Combat","Wii1",2010,"Shooter","O-Games",0.03,0.0,0.0,0.0,0.03
"Row5446","Mario & Luigi: Bowser's Inside Story","NDS",2009,"Role-Playing","Nintendo",2.26,0.48,0.81,0.27,3.83
"Row5447","Mario & Luigi: Dream Team","3DS",2013,"Role-Playing","Nintendo",0.89,0.57,0.46,0.13,2.06
"Row5448","Mario & Luigi: Paper Jam","3DS",2015,"Role-Playing","Nintendo",0.16,0.3,0.25,0.04,0.74
"Row5449","Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack","3DS",2015,"Misc","Nintendo",0.0,0.0,0.01,0.0,0.01
"Row5450","Mario & Luigi: Partners in Time","NDS",2005,"Role-Playing","Nintendo",0.77,0.07,0.43,0.08,1.34
"Row5451","Mario & Luigi: Superstar Saga","GBA",2003,"Role-Playing","Nintendo",1.48,0.17,0.47,0.06,2.17
"Row5452","Mario & Sonic at the London 2012 Olympic Games","Wii1 3DS",2011,"Sports","Sega",1.3199999999999998,2.55,0.54,0.56,4.97
"Row5453","Mario & Sonic at the Olympic Games","Wii1 NDS",2007,"Sports","Sega",4.22,6.38,1.1,1.49,13.2
"Row5454","Mario & Sonic at the Olympic Winter Games","Wii1 NDS",2009,"Sports","Sega",3.11,3.65,0.49,0.86,8.1
"Row5455","Mario & Sonic at the Rio 2016 Olympic Games","3DS WiiU",2016,"Action","Nintendo",0.07,0.27,0.33999999999999997,0.02,0.72
"Row5456","Mario & Sonic at the Sochi 2014 Olympic Winter Games","WiiU",2013,"Sports","Nintendo",0.39,0.22,0.13,0.06,0.8
"Row5457","Mario & Wario","SNES",1993,"Puzzle","Nintendo",0.0,0.0,0.49,0.0,0.49
"Row5458","Mario Bros.","Famicom 2600",1982,"Platform","Nintendo",1.99,0.21,1.63,0.04,3.87
"Row5459","Mario Golf","N64 GBoy",1999,"Action","Nintendo",0.62,0.18,0.96,0.02,1.78
"Row5460","Mario Golf: Advance Tour","GBA",2004,"Sports","Nintendo",0.32,0.12,0.0,0.01,0.45
"Row5461","Mario Golf: Toadstool Tour","GC",2003,"Sports","Nintendo",1.09,0.15,0.25,0.04,1.53
"Row5462","Mario Golf: World Tour","3DS",2014,"Sports","Nintendo",0.15,0.14,0.17,0.03,0.48
"Row5463","Mario Hoops 3 on 3","NDS",2006,"Sports","Nintendo",0.99,0.04,0.49,0.1,1.62
"Row5464","Mario Kart 64","N64",1996,"Racing","Nintendo",5.55,1.94,2.23,0.15,9.87
"Row5465","Mario Kart 7","3DS",2011,"Racing","Nintendo",4.74,3.91,2.67,0.89,12.21
"Row5466","Mario Kart 8","WiiU",2014,"Racing","Nintendo",3.13,2.07,1.27,0.49,6.96
"Row5467","Mario Kart DS","NDS",2005,"Racing","Nintendo",9.81,7.57,4.13,1.92,23.42
"Row5468","Mario Kart Wii","Wii1",2008,"Racing","Nintendo",15.85,12.88,3.79,3.31,35.82
"Row5469","Mario Kart: Double Dash!!","GC",2003,"Racing","Nintendo",4.12,1.77,0.87,0.19,6.95
"Row5470","Mario Kart: Super Circuit","GBA",2001,"Racing","Nintendo",2.62,1.64,0.99,0.23,5.47
"Row5471","Mario Paint","SNES",1992,"Misc","Nintendo",1.43,0.54,0.71,0.07,2.75
"Row5472","Mario Party","N64",1998,"Misc","Nintendo",1.25,0.53,0.87,0.05,2.7
"Row5473","Mario Party 10","WiiU",2015,"Misc","Nintendo",0.69,0.5,0.24,0.11,1.55
"Row5474","Mario Party 2","N64",1999,"Misc","Nintendo",1.28,0.14,1.08,0.01,2.5
"Row5475","Mario Party 3","N64",2000,"Misc","Nintendo",0.72,0.16,1.01,0.02,1.91
"Row5476","Mario Party 4","GC",2002,"Misc","Nintendo",1.13,0.36,0.92,0.07,2.47
"Row5477","Mario Party 5","GC",2003,"Misc","Nintendo",0.97,0.33,0.73,0.06,2.08
"Row5478","Mario Party 6","GC",2004,"Misc","Nintendo",0.9,0.11,0.6,0.05,1.65
"Row5479","Mario Party 7","GC",2005,"Misc","Nintendo",0.95,0.11,0.46,0.04,1.57
"Row5480","Mario Party 8","Wii1",2007,"Misc","Nintendo",3.81,2.3,1.58,0.73,8.42
"Row5481","Mario Party 9","Wii1",2012,"Misc","Nintendo",1.15,1.17,0.76,0.24,3.32
"Row5482","Mario Party Advance","GBA",2005,"Misc","Nintendo",0.5,0.19,0.28,0.02,0.98
"Row5483","Mario Party DS","NDS",2007,"Misc","Nintendo",4.46,1.88,1.98,0.7,9.02
"Row5484","Mario Party: Island Tour","3DS",2013,"Misc","Nintendo",0.61,0.59,0.55,0.11,1.85
"Row5485","Mario Pinball Land","GBA",2004,"Misc","Nintendo",0.5,0.18,0.0,0.01,0.69
"Row5486","Mario Power Tennis","GC",2004,"Sports","Nintendo",0.58,0.16,0.46,0.03,1.22
"Row5487","Mario Sports Mix","Wii1",2010,"Sports","Nintendo",0.9,0.45,0.63,0.13,2.11
"Row5488","Mario Strikers Charged","Wii1",2007,"Sports","Nintendo",1.07,1.06,0.24,0.25,2.62
"Row5489","Mario Super Sluggers","Wii1",2008,"Sports","Nintendo",1.51,0.0,0.29,0.12,1.93
"Row5490","Mario Superstar Baseball","GC",2005,"Sports","Nintendo",0.93,0.24,0.25,0.04,1.46
"Row5491","Mario Tennis","N64 GBoy Wii1",2000,"Sports","Nintendo",1.28,0.6400000000000001,1.5,0.14,3.57
"Row5492","Mario Tennis Open","3DS",2012,"Sports","Nintendo",0.26,0.29,0.33,0.05,0.94
"Row5493","Mario Tennis Ultra Smash","WiiU",2015,"Sports","Nintendo",0.13,0.16,0.13,0.03,0.45
"Row5494","Mario Tennis: Power Tour","GBA",2005,"Sports","Nintendo",0.24,0.09,0.19,0.01,0.52
"Row5495","Mario no Super Picross","SNES",1995,"Puzzle","Nintendo",0.0,0.0,0.41,0.0,0.41
"Row5496","Mario vs. Donkey Kong","GBA",2004,"Puzzle","Nintendo",0.68,0.25,0.21,0.02,1.17
"Row5497","Mario vs. Donkey Kong 2: March of the Minis","NDS",2006,"Puzzle","Nintendo",0.74,0.03,0.36,0.07,1.2
"Row5498","Mario vs. Donkey Kong: Mini-Land Mayhem!","NDS",2010,"Puzzle","Nintendo",1.63,0.52,0.35,0.18,2.69
"Row5499","Mario vs. Donkey Kong: Tipping Stars","3DS WiiU",2015,"Puzzle","Nintendo",0.0,0.0,0.06999999999999999,0.0,0.06999999999999999
"Row5500","Mario's Picross","GBoy",1995,"Puzzle","Nintendo",0.0,0.0,0.62,0.0,0.62
"Row5501","Mark Davis Pro Bass Challenge","PS2",2002,"Sports","Natsume",0.09,0.07,0.0,0.02,0.17
"Row5502","Marker Man Adventures","NDS",2009,"Platform","Majesco Entertainment",0.02,0.0,0.0,0.0,0.03
"Row5503","Marriage Royale: Prism Story","PSP",2010,"Adventure","ASCII Media Works",0.0,0.0,0.05,0.0,0.05
"Row5504","Martian Gothic: Unification","PSX",2001,"Adventure","Take-Two Interactive",0.06,0.04,0.0,0.01,0.11
"Row5505","Marvel Avengers: Battle for Earth","WiiU X360",2012,"Action","Ubisoft",0.09000000000000001,0.04,0.0,0.01,0.13999999999999999
"Row5506","Marvel Nemesis: Rise of the Imperfects","PS2 GC PSP XB NDS",2005,"Fighting","Electronic Arts",1.52,0.16,0.0,0.16000000000000003,1.83
"Row5507","Marvel Super Hero Squad","NDS Wii1 PS2 PSP",2009,"Fighting","THQ",0.99,0.18,0.0,0.12000000000000001,1.3
"Row5508","Marvel Super Hero Squad: Comic Combat","PS3 Wii1 X360",2011,"Action","THQ",0.39,0.14,0.0,0.05,0.5900000000000001
"Row5509","Marvel Super Hero Squad: The Infinity Gauntlet","Wii1 NDS PS3 X360 3DS",2010,"Action","THQ",0.7,0.14,0.0,0.07999999999999999,0.9299999999999999
"Row5510","Marvel Super Heroes","PSX SAT",1997,"Fighting","Virgin Interactive",0.19,0.13,0.06,0.02,0.4
"Row5511","Marvel Super Heroes vs. Street Fighter","PSX",1998,"Fighting","Virgin Interactive",0.14,0.1,0.0,0.02,0.26
"Row5512","Marvel Superheroes 3D: Grandmaster's Challenge","Wii1",2010,"Action","Neko Entertainment",0.0,0.01,0.0,0.0,0.02
"Row5513","Marvel Trading Card Game","NDS",2007,"Misc","Konami Digital Entertainment",0.11,0.0,0.0,0.01,0.12
"Row5514","Marvel vs. Capcom 2: New Age of Heroes","PS2 DC XB",2000,"Fighting","Capcom",0.4,0.27,0.28,0.08,1.04
"Row5515","Marvel vs. Capcom 3: Fate of Two Worlds","PS3 X360",2011,"Fighting","Capcom",1.6,0.47,0.14,0.21000000000000002,2.43
"Row5516","Marvel vs. Capcom Origins","PS2",2006,"Fighting","Capcom",0.11,0.08,0.02,0.03,0.24
"Row5517","Marvel vs. Capcom: Clash of Super Heroes","PSX DC",1999,"Fighting","Capcom",0.43,0.3,0.1,0.05,0.88
"Row5518","Marvel: Ultimate Alliance","X360 PS2 Wii1 PS3 PSP PC",2006,"Role-Playing","Activision",4.02,0.08,0.0,0.3999999999999999,4.5
"Row5519","Marvel: Ultimate Alliance 2","X360 PS3 PS2 Wii1 PSP NDS",2009,"Role-Playing","Activision",1.9899999999999998,0.44999999999999996,0.0,0.42,2.8500000000000005
"Row5520","Mary King's Riding School","NDS",2008,"Simulation","Ghostlight",0.0,0.02,0.0,0.0,0.02
"Row5521","Mary King's Riding School 2","Wii1",2009,"Simulation","Midas Interactive Entertainment",0.0,0.02,0.0,0.0,0.02
"Row5522","Mary-Kate and Ashley: Crush Course","PSX",2001,"Action","Acclaim Entertainment",0.08,0.05,0.0,0.01,0.14
"Row5523","Mary-Kate and Ashley: Girls Night Out","GBA",2002,"Misc","Acclaim Entertainment",0.15,0.05,0.0,0.0,0.2
"Row5524","Mary-Kate and Ashley: Magical Mystery Mall","PSX",2000,"Adventure","Acclaim Entertainment",0.36,0.24,0.0,0.04,0.65
"Row5525","Mary-Kate and Ashley: Sweet 16 - Licenced to Drive","GC PS2",2002,"Misc","Acclaim Entertainment",0.28,0.12,0.0,0.04,0.44
"Row5526","Mary-Kate and Ashley: Winners Circle","PSX",2001,"Action","Acclaim Entertainment",0.08,0.05,0.0,0.01,0.14
"Row5527","Mashiro Iro Symphony: *mutsu-no-hana","PSP",2011,"Adventure","Comfort",0.0,0.0,0.03,0.0,0.03
"Row5528","Mass Destruction","PSX",1997,"Shooter","BMG Interactive Entertainment",0.06,0.04,0.0,0.01,0.11
"Row5529","Mass Effect","X360 PC",2007,"Role-Playing","Microsoft Game Studios",1.83,1.3900000000000001,0.03,0.36,3.6100000000000003
"Row5530","Mass Effect 2","X360 PS3 PC",2010,"Role-Playing","Electronic Arts",2.78,1.61,0.06,0.54,4.99
"Row5531","Mass Effect 3","X360 PS3 PC WiiU",2012,"Role-Playing","Electronic Arts",3.11,2.0,0.06,0.6,5.779999999999999
"Row5532","Mass Effect Trilogy","X360 PS3 PC",2012,"Action","Electronic Arts",0.74,0.26,0.0,0.1,1.1
"Row5533","Master Jin Jin's IQ Challenge","NDS",2006,"Misc","505 Games",0.13,0.0,0.0,0.01,0.14
"Row5534","Master of Illusion","NDS",2006,"Puzzle","Nintendo",0.16,0.0,0.26,0.01,0.44
"Row5535","Master of Monsters: Disciples of Gaia","PSX",1997,"Strategy","Agetec",0.02,0.01,0.0,0.0,0.03
"Row5536","Master of the Monster Lair","NDS",2007,"Role-Playing","Rising Star Games",0.1,0.0,0.0,0.01,0.11
"Row5537","Mat Hoffman's Pro BMX","PSX GBA",2001,"Sports","Activision",0.49,0.27,0.0,0.04,0.81
"Row5538","Mat Hoffman's Pro BMX 2","PS2 XB GBA GC",2002,"Sports","Activision",0.52,0.27,0.0,0.06999999999999999,0.8600000000000001
"Row5539","Mata Hari: Betrayal is only a Kiss Away","PC",2008,"Adventure","DTP Entertainment",0.0,0.02,0.0,0.0,0.02
"Row5540","Match 3 Madness","NDS",2010,"Puzzle","Foreign Media Games",0.0,0.05,0.0,0.01,0.06
"Row5541","Matchbox Cross Town Heroes","GBA",2002,"Racing","THQ",0.12,0.04,0.0,0.0,0.17
"Row5542","Math Blaster in the Prime Adventure","NDS",2009,"Misc","Majesco Entertainment",0.09,0.0,0.0,0.01,0.1
"Row5543","Math Play","NDS",2006,"Puzzle","Ubisoft",0.28,0.0,0.0,0.02,0.31
"Row5544","Mathews Bowhunting","Wii1",2010,"Sports","Zoo Games",0.18,0.0,0.0,0.01,0.19
"Row5545","Mawashite Tsunageru Touch Panic","NDS",2006,"Puzzle","Nintendo",0.0,0.0,0.05,0.0,0.05
"Row5546","Max Payne","PS2 XB GBA PC",2001,"Shooter","Take-Two Interactive",2.9899999999999998,1.27,0.05,0.27,4.58
"Row5547","Max Payne 2: The Fall of Max Payne","PS2 XB PC",2003,"Shooter","Take-Two Interactive",1.12,0.68,0.0,0.19,2.01
"Row5548","Max Payne 3","PS3 X360 PC",2012,"Shooter","Take-Two Interactive",1.5999999999999999,1.78,0.06999999999999999,0.52,3.9899999999999998
"Row5549","Maximo vs Army of Zin","PS2",2003,"Platform","Capcom",0.1,0.08,0.0,0.03,0.21
"Row5550","Maximo: Ghosts to Glory","PS2",2001,"Platform","Capcom",0.38,0.29,0.0,0.1,0.77
"Row5551","Maximum Capacity: Hotel Giant","PC",2002,"Strategy","JoWood Productions",0.0,0.02,0.0,0.0,0.02
"Row5552","Maximum Chase","XB",2002,"Racing","Microsoft Game Studios",0.05,0.02,0.0,0.0,0.07
"Row5553","Maximum Force","PSX",1997,"Shooter","GT Interactive",0.06,0.04,0.0,0.01,0.11
"Row5554","Maximum Racing: Crash Car Racer","Wii1",2010,"Racing","Nordic Games",0.01,0.01,0.0,0.0,0.02
"Row5555","Maximum Racing: Drag & Stock Racer","Wii1",2010,"Racing","Nordic Games",0.03,0.0,0.0,0.0,0.03
"Row5556","Maximum Racing: GP Classic Racing","Wii1",2010,"Racing","Nordic Games",0.03,0.0,0.0,0.0,0.03
"Row5557","May's Mystery: Forbidden Memories","NDS",2011,"Puzzle","Mastertronic",0.05,0.04,0.0,0.01,0.1
"Row5558","Mayhem 3D","X360 PS3",2011,"Racing","Evolved Games",0.11,0.0,0.0,0.01,0.13
"Row5559","Mazes of Fate DS","NDS",2008,"Role-Playing","Graffiti",0.04,0.0,0.0,0.0,0.04
"Row5560","McDROID","Wii1 PSP",2011,"Strategy","Namco Bandai Games",0.0,0.0,0.16999999999999998,0.0,0.16999999999999998
"Row5561","McGrath Vs. Pastrana Freestyle Motocross","PSX",2000,"Racing","Acclaim Entertainment",0.14,0.1,0.0,0.02,0.26
"Row5562","Me & My Katamari","PSP",2005,"Puzzle","Namco Bandai Games",0.13,0.02,0.08,0.0,0.23
"Row5563","Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken","NDS",2008,"Misc","Namco Bandai Games",0.0,0.0,0.65,0.0,0.65
"Row5564","MechAssault","XB",2002,"Simulation","Microsoft Game Studios",1.01,0.1,0.0,0.03,1.13
"Row5565","MechAssault 2: Lone Wolf","XB",2004,"Simulation","Microsoft Game Studios",0.27,0.08,0.0,0.01,0.36
"Row5566","MechAssault: Phantom War","NDS",2006,"Simulation","Majesco Entertainment",0.03,0.0,0.0,0.0,0.03
"Row5567","MechWarrior 2: 31st Century Combat","PSX",1997,"Simulation","Activision",0.2,0.14,0.0,0.02,0.36
"Row5568","Mechanic Escape","PS3",2012,"Platform","D3Publisher",0.0,0.0,0.04,0.0,0.04
"Row5569","Mechanic Master","NDS",2008,"Puzzle","Midway Games",0.1,0.0,0.0,0.01,0.11
"Row5570","Mechanic Master 2","NDS",2010,"Puzzle","Crave Entertainment",0.02,0.0,0.0,0.0,0.02
"Row5571","Medabots 8","3DS",2014,"Role-Playing","Rocket Company",0.0,0.0,0.07,0.0,0.07
"Row5572","Medabots 9: Metabee / Rokusho","3DS",2015,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Row5573","Medabots AX: Metabee","GBA",2002,"Role-Playing","Natsume",0.18,0.07,0.0,0.0,0.25
"Row5574","Medabots Dual: Kabuto / Kuwagata","3DS",2013,"Role-Playing","Rocket Company",0.0,0.0,0.08,0.0,0.08
"Row5575","Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS",2016,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Row5576","Medabots: Infinity","GC",2003,"Role-Playing","Ubisoft",0.04,0.01,0.0,0.0,0.05
"Row5577","Medabots: Metabee","GBA",2002,"Role-Playing","Natsume",0.04,0.01,0.0,0.0,0.05
"Row5578","Medal of Honor","PS3 PSX X360 PC",1998,"Shooter","Electronic Arts",4.47,3.18,0.11000000000000001,0.8500000000000001,8.610000000000001
"Row5579","Medal of Honor European Assault","GC",2005,"Shooter","Electronic Arts",0.19,0.05,0.0,0.01,0.25
"Row5580","Medal of Honor Heroes","PSP",2006,"Shooter","Electronic Arts",0.86,1.11,0.01,0.66,2.65
"Row5581","Medal of Honor Heroes 2","PSP Wii1",2007,"Shooter","Electronic Arts",0.8400000000000001,0.43,0.03,0.29,1.5799999999999998
"Row5582","Medal of Honor: Airborne","PS3 X360 PC",2007,"Shooter","Electronic Arts",0.7,1.27,0.04,0.38,2.38
"Row5583","Medal of Honor: European Assault","XB",2005,"Shooter","Electronic Arts",0.32,0.19,0.0,0.02,0.53
"Row5584","Medal of Honor: European Assault (All Region sales)","PS2",2005,"Shooter","Electronic Arts",0.89,0.69,0.09,0.21,1.88
"Row5585","Medal of Honor: European Assault (weekly JP sales)","PS2",2005,"Shooter","Electronic Arts",0.0,0.0,0.05,0.0,0.05
"Row5586","Medal of Honor: Frontline","PS2 XB GC",2002,"Shooter","Electronic Arts",4.390000000000001,3.3000000000000003,0.17,1.07,8.91
"Row5587","Medal of Honor: Infiltrator","GBA",2003,"Shooter","Electronic Arts",0.11,0.04,0.0,0.0,0.15
"Row5588","Medal of Honor: Rising Sun","PS2 XB GC",2003,"Shooter","Electronic Arts",3.0700000000000003,2.6799999999999997,0.13,0.8600000000000001,6.72
"Row5589","Medal of Honor: Underground","PSX GBA",2000,"Shooter","Electronic Arts",0.5900000000000001,0.39,0.0,0.06,1.05
"Row5590","Medal of Honor: Vanguard","Wii1 PS2",2007,"Shooter","Electronic Arts",0.06,0.03,0.03,0.01,0.13
"Row5591","Medal of Honor: Warfighter","PS3 X360 PC",2012,"Action","Electronic Arts",1.19,1.27,0.06999999999999999,0.42,2.96
"Row5592","Medalot 7","3DS",2012,"Action","Rocket Company",0.0,0.0,0.13,0.0,0.13
"Row5593","Medarot 2: Kabuto / Kuwagata Version","GBoy",1999,"Role-Playing","Imagineer",0.0,0.0,0.54,0.0,0.54
"Row5594","Medarot 3: Kabuto / Kuwagata Version","GBoy",2000,"Role-Playing","Imagineer",0.0,0.0,0.27,0.0,0.27
"Row5595","Medarot 4: Kabuto / Kuwagata Version","GBoy",2001,"Role-Playing","Imagineer",0.0,0.0,0.12,0.0,0.12
"Row5596","Medarot 9: Kabuto Ver. / Kuwagata Ver.","3DS",2015,"Role-Playing","Rocket Company",0.0,0.0,0.03,0.0,0.03
"Row5597","Medarot DS: Kabuto / Kuwagata Ver.","NDS",2010,"Role-Playing","Rocket Company",0.0,0.0,0.12,0.0,0.12
"Row5598","Medarot: Kabuto / Kuwagata Version","GBoy",1997,"Role-Playing","Imagineer",0.0,0.0,0.4,0.0,0.4
"Row5599","MediEvil","PSX",1998,"Platform","Sony Computer Entertainment",0.46,0.31,0.0,0.05,0.83
"Row5600","MediEvil II","PSX",1999,"Action","Sony Computer Entertainment",0.21,0.14,0.0,0.02,0.38
"Row5601","MediEvil: Resurrection","PSP",2005,"Adventure","Sony Computer Entertainment",0.19,0.41,0.0,0.22,0.82
"Row5602","Medieval Games","Wii1",2009,"Action","Vir2L Studios",0.14,0.01,0.0,0.01,0.16
"Row5603","Medieval II: Total War","PC",2006,"Strategy","Sega",0.0,0.08,0.0,0.02,0.09
"Row5604","Medieval II: Total War Gold Edition","PC",2008,"Strategy","Sega",0.0,0.33,0.0,0.03,0.37
"Row5605","Medieval Moves: Deadmund's Quest","PS3",2011,"Action","Sony Computer Entertainment",0.13,0.12,0.0,0.05,0.29
"Row5606","Mega Brain Boost","NDS",2008,"Puzzle","Majesco Entertainment",0.01,0.0,0.0,0.0,0.01
"Row5607","Mega Man","Famicom",1987,"Platform","Capcom",0.45,0.08,0.27,0.01,0.81
"Row5608","Mega Man & Bass","GBA",2002,"Platform","Capcom",0.16,0.06,0.0,0.0,0.23
"Row5609","Mega Man 2","Famicom",1988,"Action","Capcom",0.93,0.15,0.42,0.01,1.51
