"row ID","Name","Count(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row5709","Metal Gear Solid 3: Snake Eater",1,2004,"Action","Konami Digital Entertainment",1.46,0.0,0.83,1.93,4.23
"Row5710","Metal Gear Solid 3: Subsistence",1,2005,"Action","Konami Digital Entertainment",0.34,0.01,0.15,0.06,0.55
"Row5711","Metal Gear Solid 4: Guns of the Patriots",1,2008,"Action","Konami Digital Entertainment",2.63,1.74,0.83,0.83,6.03
"Row5712","Metal Gear Solid HD Edition",3,2011,"Action","Konami Digital Entertainment",0.16,0.18,0.16000000000000003,0.09,0.59
"Row5713","Metal Gear Solid Integral",1,1999,"Adventure","Konami Digital Entertainment",0.0,0.0,0.1,0.01,0.11
"Row5714","Metal Gear Solid V: Ground Zeroes",4,2014,"Action","Konami Digital Entertainment",0.81,0.77,0.45000000000000007,0.29000000000000004,2.3299999999999996
"Row5715","Metal Gear Solid V: The Phantom Pain",5,2015,"Action","Konami Digital Entertainment",1.7800000000000002,1.9400000000000002,0.71,0.63,5.08
"Row5716","Metal Gear Solid VR Missions",1,1999,"Adventure","Konami Digital Entertainment",0.66,0.45,0.0,0.08,1.18
"Row5717","Metal Gear Solid: Digital Graphic Novel",1,2006,"Misc","Konami Digital Entertainment",0.02,0.0,0.02,0.0,0.04
"Row5718","Metal Gear Solid: Peace Walker",1,2010,"Action","Konami Digital Entertainment",0.46,0.42,0.96,0.25,2.09
"Row5719","Metal Gear Solid: Peace Walker HD Edition",1,2011,"Action","Konami Digital Entertainment",0.0,0.0,0.15,0.0,0.15
"Row5720","Metal Gear Solid: Portable Ops",1,2006,"Action","Konami Digital Entertainment",0.38,0.35,0.38,0.09,1.19
"Row5721","Metal Gear Solid: Portable Ops Plus",1,2007,"Action","Konami Digital Entertainment",0.26,0.01,0.26,0.17,0.69
"Row5722","Metal Gear Solid: Snake Eater 3D",1,2012,"Action","Konami Digital Entertainment",0.15,0.11,0.1,0.02,0.38
"Row5723","Metal Gear Solid: Social Ops",1,2002,"Action","Konami Digital Entertainment",0.03,0.02,0.0,0.01,0.06
"Row5724","Metal Gear Solid: The Essential Collection",1,2007,"Adventure","Konami Digital Entertainment",0.23,0.18,0.0,0.06,0.46
"Row5725","Metal Gear Solid: The Essential Collection (JP sales)",1,2007,"Adventure","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Row5726","Metal Gear Solid: The Legacy Collection",1,2013,"Adventure","Konami Digital Entertainment",0.31,0.01,0.03,0.05,0.39
"Row5727","Metal Gear Solid: The Twin Snakes",1,2004,"Action","Konami Digital Entertainment",0.3,0.08,0.07,0.01,0.47
"Row5728","Metal Max 3",1,2010,"Role-Playing","Enterbrain",0.0,0.0,0.13,0.0,0.13
"Row5729","Metal Max 4: Gekkou no Diva",1,2013,"Role-Playing","Kadokawa Shoten",0.0,0.0,0.06,0.0,0.06
"Row5730","Metal Max Returns",1,1995,"Role-Playing","Data East",0.0,0.0,0.04,0.0,0.04
"Row5731","Metal Saga",1,2005,"Role-Playing","Success",0.01,0.01,0.0,0.0,0.03
"Row5732","Metal Saga: Hagane no Kisetsu",1,2006,"Role-Playing","Success",0.0,0.0,0.03,0.0,0.03
"Row5733","Metal Slug 3",1,2004,"Shooter","Ignition Entertainment",0.08,0.02,0.0,0.0,0.1
"Row5734","Metal Slug 4 & 5",2,2005,"Shooter","SNK Playmore",0.08,0.05,0.0,0.01,0.15
"Row5735","Metal Slug 7",1,2008,"Shooter","Ignition Entertainment",0.13,0.0,0.01,0.01,0.15
"Row5736","Metal Slug Advance",1,2004,"Shooter","Ignition Entertainment",0.06,0.02,0.0,0.0,0.08
"Row5737","Metal Slug Anthology",3,2006,"Shooter","Ignition Entertainment",0.13999999999999999,0.01,0.03,0.02,0.21000000000000002
"Row5738","Metal Slug X",1,2001,"Shooter","Virgin Interactive",0.05,0.03,0.0,0.01,0.09
"Row5739","Metal Slug XX",1,2009,"Shooter","DHM Interactive",0.03,0.0,0.0,0.0,0.04
"Row5740","Meteos",1,2005,"Puzzle","Nintendo",0.15,0.01,0.06,0.01,0.23
"Row5741","Meteos: Disney Magic",1,2007,"Puzzle","Disney Interactive Studios",0.01,0.02,0.0,0.0,0.04
"Row5742","Metro 2033",2,2010,"Shooter","THQ",0.22,0.43,0.03,0.1,0.79
"Row5743","Metro: Last Light",5,2013,"Action","Deep Silver",0.74,0.9,0.07,0.28,1.98
"Row5744","Metroid",1,1986,"Action","Nintendo",1.33,0.31,1.04,0.05,2.73
"Row5745","Metroid Fusion",1,2002,"Action","Nintendo",1.18,0.27,0.17,0.06,1.68
"Row5746","Metroid II: Return of Samus",1,1991,"Adventure","Nintendo",0.85,0.31,0.56,0.04,1.76
"Row5747","Metroid Prime",1,2002,"Shooter","Nintendo",1.96,0.67,0.1,0.09,2.82
"Row5748","Metroid Prime 2: Echoes",1,2004,"Shooter","Nintendo",0.87,0.35,0.07,0.04,1.33
"Row5749","Metroid Prime 3: Corruption",1,2007,"Shooter","Nintendo",0.91,0.74,0.07,0.09,1.82
"Row5750","Metroid Prime Hunters",1,2006,"Shooter","Nintendo",0.58,0.04,0.11,0.06,0.78
"Row5751","Metroid Prime Pinball",1,2005,"Misc","Nintendo",0.21,0.0,0.02,0.02,0.26
"Row5752","Metroid Prime: Federation Force",1,2016,"Action","Nintendo",0.02,0.01,0.01,0.0,0.03
"Row5753","Metroid Prime: Trilogy",1,2009,"Shooter","Nintendo",0.43,0.05,0.0,0.14,0.63
"Row5754","Metroid: Other M",1,2010,"Action","Nintendo",0.87,0.31,0.13,0.1,1.41
"Row5755","Metroid: Zero Mission",1,2004,"Adventure","Nintendo",0.6,0.22,0.0,0.01,0.84
"Row5756","MetropolisMania",1,2001,"Strategy","Natsume",0.04,0.03,0.0,0.01,0.09
"Row5757","Mezase!! Tsuri Master DS",1,2009,"Sports","Hudson Soft",0.0,0.0,0.01,0.0,0.01
"Row5758","Mia Hamm Soccer 64",1,2000,"Sports","THQ",0.06,0.01,0.0,0.0,0.07
"Row5759","Miami Law",1,2009,"Adventure","Konami Digital Entertainment",0.1,0.0,0.0,0.01,0.1
"Row5760","Miami Nights: Singles in the City",1,2008,"Simulation","Ubisoft",0.08,0.0,0.0,0.01,0.08
"Row5761","Miami Vice: The Game",1,2006,"Shooter","Activision",0.06,0.0,0.0,0.0,0.06
"Row5762","Michael Jackson: The Experience",6,2010,"Misc","Ubisoft",3.92,1.85,0.01,0.6000000000000001,6.37
"Row5763","Michael Jackson: The Experience 3D",1,2011,"Misc","Ubisoft",0.13,0.03,0.0,0.01,0.17
"Row5764","Michael Phelps: Push the Limit",1,2011,"Sports","505 Games",0.09,0.01,0.0,0.01,0.11
"Row5765","Mickey's Speedway USA",1,2000,"Racing","Nintendo",0.37,0.08,0.14,0.01,0.6
"Row5766","Mickey's Speedway USA (weekly JP sales)",1,2000,"Racing","Nintendo",0.0,0.0,0.1,0.0,0.1
"Row5767","Micro Machines",1,2002,"Racing","Atari",0.07,0.05,0.0,0.02,0.14
"Row5768","Micro Machines 64 Turbo",1,1999,"Racing","Codemasters",0.11,0.03,0.0,0.0,0.14
"Row5769","Micro Machines V3",1,1997,"Racing","Codemasters",0.06,0.04,0.0,0.01,0.1
"Row5770","Micro Machines V4",2,2006,"Racing","Codemasters",0.02,0.0,0.0,0.0,0.03
"Row5771","Microsoft Flight Simulator",1,1996,"Simulation","Microsoft Game Studios",3.22,1.69,0.0,0.2,5.12
"Row5772","Microsoft Flight Simulator 2004: A Century of Flight",1,2003,"Simulation","Microsoft Game Studios",0.0,0.06,0.0,0.01,0.07
"Row5773","Microsoft Flight Simulator X",1,2006,"Simulation","Microsoft Game Studios",0.02,0.34,0.0,0.07,0.43
"Row5774","Microsoft Flight Simulator X Acceleration Expansion Pack",1,2007,"Simulation","Microsoft Game Studios",0.0,0.04,0.0,0.01,0.05
"Row5775","Microsoft Train Simulator",1,2001,"Simulation","Microsoft Game Studios",0.0,0.04,0.0,0.01,0.05
"Row5776","Middle-Earth: Shadow of Mordor",5,2014,"Action","Warner Bros. Interactive Entertainment",2.33,2.65,0.07,0.8200000000000001,5.8500000000000005
"Row5777","Midnight Club 3: DUB Edition",2,2005,"Racing","Take-Two Interactive",2.26,1.32,0.0,0.8200000000000001,4.4
"Row5778","Midnight Club 3: DUB Edition (America weekly sales)",1,2005,"Racing","Take-Two Interactive",1.22,0.05,0.0,0.01,1.29
"Row5779","Midnight Club 3: DUB Edition Remix",2,2006,"Racing","Take-Two Interactive",1.1199999999999999,0.08,0.0,0.17,1.3599999999999999
"Row5780","Midnight Club II",2,2003,"Racing","Take-Two Interactive",1.67,0.35,0.0,0.26,2.2800000000000002
"Row5781","Midnight Club: LA Remix",1,2008,"Racing","Take-Two Interactive",0.52,0.28,0.0,0.19,0.99
"Row5782","Midnight Club: Los Angeles",2,2008,"Racing","Take-Two Interactive",3.23,1.0,0.060000000000000005,0.51,4.800000000000001
"Row5783","Midnight Club: Street Racing",2,2000,"Racing","Take-Two Interactive",2.34,0.6,0.02,0.15000000000000002,3.11
"Row5784","Midnight Magic",1,1983,"Action","Atari",0.47,0.03,0.0,0.01,0.5
"Row5785","Midnight Mysteries: The Edgar Allan Poe Conspiracy",2,2009,"Adventure","Foreign Media Games",0.08,0.07,0.0,0.02,0.16
"Row5786","Midnight Play! Pack",1,2008,"Misc","Ubisoft",0.08,0.0,0.0,0.01,0.09
"Row5787","Midtown Madness 3",1,2003,"Racing","Microsoft Game Studios",0.23,0.07,0.0,0.01,0.3
"Row5788","Midway Arcade Treasures",3,2003,"Misc","Midway Games",1.1800000000000002,0.67,0.0,0.2,2.06
"Row5789","Midway Arcade Treasures 2",3,2004,"Misc","Midway Games",0.7000000000000001,0.33999999999999997,0.0,0.09999999999999999,1.15
"Row5790","Midway Arcade Treasures 3",3,2005,"Misc","Midway Games",0.19,0.09,0.0,0.02,0.31
"Row5791","Midway Arcade Treasures: Extended Play",1,2005,"Misc","Midway Games",0.21,0.01,0.0,0.02,0.24
"Row5792","Midway Presents Arcade's Greatest Hits: The Atari Collection 1",1,1996,"Misc","GT Interactive",0.52,0.36,0.0,0.06,0.94
"Row5793","Midway's Greatest Arcade Hits",1,2001,"Misc","Midway Games",0.18,0.07,0.0,0.0,0.25
"Row5794","Midway's Greatest Arcade Hits Volume 1",1,2000,"Misc","Midway Games",0.19,0.05,0.0,0.0,0.24
"Row5795","Might & Magic Heroes VI",1,2011,"Role-Playing","Ubisoft",0.12,0.14,0.0,0.05,0.31
"Row5796","Might & Magic Heroes VII",1,2015,"Strategy","Ubisoft",0.0,0.08,0.0,0.0,0.09
"Row5797","Might & Magic X: Legacy",1,2014,"Role-Playing","Ubisoft",0.0,0.03,0.0,0.0,0.04
"Row5798","Might & Magic: Clash of Heroes",1,2009,"Role-Playing","Ubisoft",0.16,0.02,0.0,0.01,0.19
"Row5799","Mighty Beanz: Pocket Puzzles",1,2004,"Puzzle","Majesco Entertainment",0.04,0.01,0.0,0.0,0.06
"Row5800","Mighty No. 9",3,2016,"Platform","Deep Silver",0.060000000000000005,0.01,0.0,0.01,0.08
"Row5801","Mike Piazza's Strike Zone",1,1998,"Sports","GT Interactive",0.05,0.01,0.0,0.0,0.06
"Row5802","Mike Tyson Boxing",1,2002,"Sports","Ubisoft",0.03,0.01,0.0,0.0,0.04
"Row5803","Mike Tyson Heavyweight Boxing",1,2002,"Sports","Codemasters",0.03,0.01,0.0,0.0,0.05
"Row5804","Mike Tyson's Punch-Out!!",1,1987,"Fighting","Nintendo",2.03,0.47,0.45,0.07,3.02
"Row5805","Military History: Commander - Europe at War",2,2009,"Strategy","Slitherine Software",0.0,0.02,0.0,0.01,0.03
"Row5806","Million God",1,2002,"Misc","Nippon Amuse",0.0,0.0,0.09,0.0,0.09
"Row5807","Millipede",1,1983,"Shooter","Atari",0.45,0.03,0.0,0.01,0.48
"Row5808","Millipede / Super Breakout / Lunar Lander",1,2005,"Misc","Zoo Digital Publishing",0.03,0.01,0.0,0.0,0.04
"Row5809","Milo's Astro Lanes",1,1998,"Sports","Interplay",0.08,0.02,0.0,0.0,0.1
"Row5810","Mimana Iyar Chronicle",1,2009,"Role-Playing","GungHo",0.07,0.0,0.01,0.01,0.09
"Row5811","Mind Quiz",1,2006,"Action","Ubisoft",0.08,0.01,0.0,0.01,0.1
"Row5812","Mind Quiz: Your Brain Coach",1,2006,"Misc","Ubisoft",0.0,0.0,0.08,0.0,0.08
"Row5813","Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!",1,2009,"Misc","PlayV",0.0,0.02,0.0,0.0,0.02
"Row5814","Mind Zero",1,2013,"Role-Playing","GungHo",0.08,0.0,0.04,0.02,0.15
"Row5815","Mind over Matter",1,2010,"Puzzle","505 Games",0.02,0.0,0.0,0.0,0.02
"Row5816","MindJack",2,2011,"Shooter","Square Enix",0.14,0.1,0.0,0.04,0.28
"Row5817","Minecraft",6,2013,"Misc","Microsoft Game Studios",10.819999999999999,8.85,1.15,2.9299999999999997,23.73
"Row5818","Minecraft: Story Mode",5,2015,"Adventure","Mojang",1.25,1.3,0.0,0.36,2.89
"Row5819","Mini Desktop Racing",1,2007,"Racing","Popcorn Arcade",0.01,0.0,0.0,0.0,0.01
"Row5820","Mini Ninjas",5,2009,"Action","Eidos Interactive",0.6000000000000001,0.64,0.0,0.17,1.38
"Row5821","Mini-Yonku GB: Let's & Go!!",1,1997,"Strategy","ASCII Entertainment",0.0,0.0,0.37,0.0,0.37
"Row5822","Mini-Yonku Shining Scorpion: Let's & Go!!",1,1996,"Racing","ASCII Entertainment",0.0,0.0,0.9,0.0,0.9
"Row5823","MiniCopter: Adventure Flight",1,2007,"Simulation","505 Games",0.04,0.0,0.0,0.0,0.05
"Row5824","Minna de Dokusho: Keatai Shousetsu Desu",1,2008,"Misc","Dorart",0.0,0.0,0.02,0.0,0.02
"Row5825","Minna de Jibun no Setsumeisho: B-Kata A-Kata AB-Kata O-Kata",1,2008,"Misc","GungHo",0.0,0.0,0.04,0.0,0.04
"Row5826","Minna ga Shuyaku no NHK Kouhaku Quiz Kassen",1,2009,"Misc","Nintendo",0.0,0.0,0.04,0.0,0.04
"Row5827","Minna no Chizu",1,2006,"Misc","Zenrin",0.0,0.0,0.04,0.0,0.04
"Row5828","Minna no Chizu 2",1,2007,"Misc","Zenrin",0.0,0.0,0.02,0.0,0.02
"Row5829","Minna no Conveni",1,2010,"Simulation","Taito",0.0,0.0,0.01,0.0,0.01
"Row5830","Minna no DS Seminar: Kanpeki Eitango Ryoku",1,2006,"Misc","TDK Core",0.0,0.0,0.06,0.0,0.06
"Row5831","Minna no DS Seminar: Kanpeki Kanji Ryoku",1,2006,"Misc","TDK Core",0.0,0.0,0.16,0.0,0.16
"Row5832","Minna no Ennichi",1,2012,"Action","Namco Bandai Games",0.0,0.0,0.05,0.0,0.05
"Row5833","Minna no Golf Jou Vol.1",1,2007,"Sports","Sony Computer Entertainment",0.0,0.0,0.03,0.0,0.03
"Row5834","Minna no Joushiki Ryoku TV",1,2008,"Misc","Nintendo",0.0,0.0,0.08,0.0,0.08
"Row5835","Minna no Sukkiri",1,2009,"Sports","Sony Computer Entertainment",0.0,0.0,0.06,0.0,0.06
"Row5836","Minna to Issho",1,2011,"Misc","Sony Computer Entertainment",0.0,0.0,0.02,0.0,0.02
"Row5837","Minna to Kimi no Piramekino!",1,2010,"Misc","Namco Bandai Games",0.0,0.0,0.05,0.0,0.05
"Row5838","Minority Report: Everybody Runs",4,2002,"Action","Activision",0.38,0.19999999999999998,0.0,0.05,0.65
"Row5839","Minute to Win It",3,2010,"Misc","Zoo Games",0.66,0.0,0.0,0.05,0.7000000000000001
"Row5840","Miracle Girls Festival",1,2015,"Misc","Sega",0.0,0.0,0.05,0.0,0.05
"Row5841","Mirror's Edge",3,2008,"Platform","Electronic Arts",0.8200000000000001,1.1500000000000001,0.03,0.36,2.3699999999999997
"Row5842","Mirror's Edge Catalyst",3,2016,"Platform","Electronic Arts",0.19,0.22,0.02,0.09,0.52
"Row5843","Mischief Makers",1,1997,"Platform","Nintendo",0.25,0.06,0.07,0.06,0.43
"Row5844","Misshitsu no Sacrifice",1,2010,"Adventure","D3Publisher",0.0,0.0,0.02,0.0,0.02
"Row5845","Missile Command",2,1980,"Shooter","Atari",2.81,0.34,0.0,0.06,3.21
"Row5846","Mission Runway",1,2008,"Simulation","Eidos Interactive",0.07,0.01,0.0,0.01,0.08
"Row5847","Mission: Impossible",2,1997,"Action","Ocean",1.03,0.5800000000000001,0.02,0.06,1.69
"Row5848","Mission: Impossible - Operation Surma",4,2003,"Platform","Atari",0.28,0.15000000000000002,0.0,0.04,0.47000000000000003
"Row5849","Mister Mosquito",1,2001,"Shooter","Eidos Interactive",0.05,0.04,0.17,0.01,0.28
"Row5850","Mister Slime",1,2008,"Action","SouthPeak Games",0.05,0.0,0.0,0.0,0.05
"Row5851","Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!",1,2007,"Action","Namco Bandai Games",0.0,0.0,0.06,0.0,0.06
"Row5852","Miyako",1,2010,"Adventure","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row5853","Miyako: Awayuki no Utage",1,2012,"Action","Idea Factory",0.0,0.0,0.01,0.0,0.01
"Row5854","Mobil 1 Rally Championship",1,2000,"Racing","Electronic Arts",0.07,0.04,0.0,0.01,0.12
"Row5855","Mobile Light Force 2",1,2002,"Shooter","Taito",0.05,0.04,0.0,0.01,0.11
"Row5856","Mobile Suit Gundam",2,1995,"Action","Namco Bandai Games",0.0,0.0,0.83,0.03,0.86
"Row5857","Mobile Suit Gundam 00: Gundam Meisters",1,2008,"Action","Namco Bandai Games",0.0,0.0,0.06,0.0,0.06
"Row5858","Mobile Suit Gundam Age: Universe Accel / Cosmic Drive",1,2012,"Action","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Row5859","Mobile Suit Gundam Battlefield Record U.C.0081",1,2009,"Action","Namco Bandai Games",0.0,0.0,0.24,0.0,0.24
"Row5860","Mobile Suit Gundam Seed",1,2003,"Action","Namco Bandai Games",0.0,0.0,0.22,0.0,0.22
"Row5861","Mobile Suit Gundam Seed Destiny: Generation of C.E.",1,2005,"Action","Namco Bandai Games",0.0,0.0,0.18,0.0,0.18
"Row5862","Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus",1,2006,"Shooter","Namco Bandai Games",0.0,0.0,0.49,0.0,0.49
"Row5863","Mobile Suit Gundam Seed: Never Ending Tomorrow",1,2004,"Shooter","Namco Bandai Games",0.03,0.02,0.0,0.01,0.06
"Row5864","Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable",1,2007,"Shooter","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"Row5865","Mobile Suit Gundam Side Story I: Senritsu no Blue",1,1996,"Shooter","Namco Bandai Games",0.0,0.0,0.28,0.0,0.28
"Row5866","Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono",1,1996,"Shooter","Namco Bandai Games",0.0,0.0,0.2,0.0,0.2
"Row5867","Mobile Suit Gundam Side Story III: Sabakareshi Mono",1,1997,"Shooter","Namco Bandai Games",0.0,0.0,0.15,0.0,0.15
"Row5868","Mobile Suit Gundam Side Story: Missing Link",1,2014,"Action","Namco Bandai Games",0.0,0.0,0.12,0.0,0.12
"Row5869","Mobile Suit Gundam version 2.0",1,1996,"Action","Namco Bandai Games",0.0,0.0,0.36,0.02,0.38
"Row5870","Mobile Suit Gundam: Climax U.C.",1,2006,"Action","Namco Bandai Games",0.0,0.0,0.23,0.0,0.23
"Row5871","Mobile Suit Gundam: Crossfire",1,2006,"Simulation","Namco Bandai Games",0.06,0.0,0.14,0.01,0.2
"Row5872","Mobile Suit Gundam: Encounters in Space",1,2003,"Simulation","Namco Bandai Games",0.05,0.04,0.61,0.01,0.72
"Row5873","Mobile Suit Gundam: Extreme VS Force",1,2015,"Action","Namco Bandai Games",0.0,0.0,0.16,0.0,0.16
"Row5874","Mobile Suit Gundam: Extreme VS Full Boost",1,2014,"Fighting","Namco Bandai Games",0.0,0.0,0.38,0.0,0.38
"Row5875","Mobile Suit Gundam: Federation vs. Zeon",1,2001,"Simulation","Atari",0.12,0.1,0.88,0.03,1.14
"Row5876","Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden",1,2002,"Strategy","Namco Bandai Games",0.0,0.0,0.38,0.0,0.38
"Row5877","Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu",1,2000,"Strategy","Namco Bandai Games",0.0,0.0,0.54,0.04,0.57
"Row5878","Mobile Suit Gundam: Gundam vs. Gundam",1,2008,"Fighting","Namco Bandai Games",0.0,0.0,0.42,0.0,0.42
"Row5879","Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS",1,2009,"Fighting","Namco Bandai Games",0.0,0.0,0.41,0.0,0.41
"Row5880","Mobile Suit Gundam: Gundam vs. Zeta Gundam",1,2004,"Shooter","Namco Bandai Games",0.03,0.02,0.0,0.01,0.06
"Row5881","Mobile Suit Gundam: Journey to Jaburo",1,2000,"Simulation","Namco Bandai Games",0.16,0.13,0.36,0.04,0.7
"Row5882","Mobile Suit Gundam: Lost War Chronicles",1,2002,"Shooter","Namco Bandai Games",0.0,0.0,0.39,0.0,0.39
"Row5883","Mobile Suit Gundam: MS Sensen 0079",1,2007,"Simulation","Namco Bandai Games",0.0,0.0,0.11,0.0,0.11
"Row5884","Mobile Suit Gundam: Mokuba no Kiseki",1,2012,"Action","Namco Bandai Games",0.0,0.0,0.04,0.0,0.04
"Row5885","Mobile Suit Gundam: One Year War",1,2005,"Action","Namco Bandai Games",0.0,0.0,0.44,0.0,0.44
"Row5886","Mobile Suit Gundam: Perfect One Year War",1,1997,"Strategy","Namco Bandai Games",0.0,0.0,0.14,0.01,0.15
"Row5887","Mobile Suit Gundam: Zeonic Front",1,2001,"Simulation","Namco Bandai Games",0.09,0.07,0.25,0.02,0.43
"Row5888","Mobile Suit Z Gundam: AEUG vs. Titans",1,2003,"Fighting","Namco Bandai Games",0.0,0.0,0.63,0.0,0.63
"Row5889","Mobile Suit Z-Gundam",1,1997,"Action","Namco Bandai Games",0.0,0.0,0.34,0.02,0.36
"Row5890","ModNation Racers",2,2010,"Racing","Sony Computer Entertainment",0.61,0.6799999999999999,0.08,0.30000000000000004,1.67
"Row5891","Model * Oshare Audition: Dream Girl",1,2013,"Misc","Alchemist",0.0,0.0,0.07,0.0,0.07
"Row5892","Modnation Racers: Road Trip",1,2012,"Racing","Sony Computer Entertainment",0.17,0.12,0.0,0.05,0.34
"Row5893","Moe Moe 2-Ji Daisenryaku 2",1,2010,"Strategy","System Soft",0.0,0.0,0.01,0.0,0.01
"Row5894","Moe Moe 2-ji Taisen (Ryoku) * Deluxe",1,2008,"Adventure","System Soft",0.0,0.0,0.02,0.0,0.02
"Row5895","Moe Star: Moeru Toudai Eigojuku",1,2008,"Misc","Mirai Shounen",0.0,0.0,0.02,0.0,0.02
"Row5896","Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2",1,2007,"Misc","Nintendo",0.0,0.0,0.27,0.0,0.27
"Row5897","Mojo!",2,2003,"Puzzle","Mindscape",0.09000000000000001,0.060000000000000005,0.0,0.02,0.17
"Row5898","Momotaro Douchuuki",1,1997,"Misc","Hudson Soft",0.0,0.0,0.13,0.0,0.13
"Row5899","Momotarou Dentetsu 11",2,2002,"Misc","Hudson Soft",0.0,0.0,0.53,0.0,0.54
"Row5900","Momotarou Dentetsu 12",1,2003,"Misc","Hudson Soft",0.0,0.0,0.35,0.0,0.35
"Row5901","Momotarou Dentetsu 15",1,2005,"Misc","Hudson Soft",0.0,0.0,0.22,0.0,0.22
"Row5902","Momotarou Dentetsu 16",2,2006,"Misc","Hudson Soft",0.0,0.0,0.31,0.0,0.31
"Row5903","Momotarou Dentetsu 20-Shuunen",1,2008,"Misc","Hudson Soft",0.0,0.0,0.32,0.0,0.32
"Row5904","Momotarou Dentetsu 7",1,1997,"Simulation","Hudson Entertainment",0.0,0.0,0.74,0.05,0.79
"Row5905","Momotarou Dentetsu DS: Tokyo & Japan",1,2007,"Misc","Hudson Soft",0.0,0.0,0.34,0.0,0.34
"Row5906","Momotarou Dentetsu Happy",1,1996,"Misc","Hudson Soft",0.0,0.0,0.32,0.0,0.32
"Row5907","Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!",1,2010,"Misc","Hudson Soft",0.0,0.0,0.07,0.0,0.07
"Row5908","Momotarou Dentetsu V",1,1999,"Misc","Hudson Entertainment",0.0,0.0,0.44,0.03,0.47
"Row5909","Momotarou Dentetsu World",1,2010,"Misc","Hudson Soft",0.0,0.0,0.19,0.0,0.19
"Row5910","Momotarou Dentetsu X: Kyuushuu-hen mo Arubai",1,2001,"Misc","Hudson Soft",0.0,0.0,0.49,0.0,0.49
"Row5911","Momu-chan Diet Wii: Figurobics by Chon Dayon",1,2010,"Misc","Hudson Soft",0.0,0.0,0.09,0.0,0.09
"Row5912","MonHun Nikki: Poka Poka Ailu Mura",1,2010,"Role-Playing","Capcom",0.0,0.0,0.6,0.0,0.6
"Row5913","MonHun Nikki: Poka Poka Ailu Mura G",1,2011,"Role-Playing","Capcom",0.0,0.0,0.31,0.0,0.31
"Row5914","Monaco Grand Prix",1,1999,"Racing","Ubisoft",0.03,0.01,0.0,0.0,0.04
"Row5915","Monkey Hero",1,1998,"Action","Take-Two Interactive",0.04,0.03,0.0,0.0,0.08
"Row5916","Monkey Island: Special Edition Collection",3,2011,"Adventure","LucasArts",0.0,0.27,0.0,0.08,0.34
"Row5917","Monkey Madness: Island Escape",1,2010,"Action","Storm City Games",0.01,0.0,0.0,0.0,0.01
"Row5918","Monkey Mischief! Party Time",1,2008,"Misc","Activision",0.09,0.0,0.0,0.01,0.1
"Row5919","Monopoly",8,1994,"Misc","Hasbro Interactive",4.67,2.4900000000000007,0.0,0.53,7.7
"Row5920","Monopoly Collection",1,2011,"Misc","Electronic Arts",0.02,0.07,0.0,0.01,0.09
"Row5921","Monopoly Party",3,2002,"Misc","Infogrames",0.49,0.26,0.0,0.06999999999999999,0.82
"Row5922","Monopoly Streets",3,2010,"Misc","Electronic Arts",0.56,0.72,0.0,0.18000000000000002,1.45
"Row5923","Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki",1,2009,"Misc","Hudson Soft",0.0,0.0,0.41,0.0,0.41
"Row5924","Monster 4X4: World Circuit",1,2006,"Racing","Ubisoft",0.81,0.0,0.01,0.07,0.89
"Row5925","Monster 4x4: Masters of Metal",2,2003,"Racing","Ubisoft",0.18000000000000002,0.12,0.0,0.04,0.33
"Row5926","Monster 4x4: Stunt Racer",1,2009,"Racing","Ubisoft",0.18,0.0,0.0,0.01,0.19
"Row5927","Monster Band",1,2008,"Misc","Tivola",0.04,0.0,0.0,0.0,0.05
"Row5928","Monster Bomber",1,2006,"Puzzle","505 Games",0.01,0.0,0.0,0.0,0.01
"Row5929","Monster Force",1,2002,"Shooter","Universal Interactive",0.03,0.01,0.0,0.0,0.04
"Row5930","Monster Garage",1,2004,"Strategy","Activision Value",0.05,0.01,0.0,0.0,0.06
"Row5931","Monster Guardians",1,2001,"Role-Playing","Konami Digital Entertainment",0.0,0.0,0.03,0.0,0.03
"Row5932","Monster High 13 Wishes",2,2013,"Action","Little Orbit",0.02,0.02,0.0,0.0,0.05
"Row5933","Monster High: Ghoul Spirit",2,2011,"Misc","THQ",1.16,0.25,0.0,0.11000000000000001,1.52
